onset	duration	sample	trial_type	response_time	stim_file	value
369.0620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
370.0620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
371.0620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
372.0620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
373.0620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
374.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
375.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
376.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
377.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
378.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
379.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
380.0640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
381.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
382.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
383.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
384.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
385.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
386.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
387.0660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
388.0680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
389.0680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
390.0680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
391.0680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
465.0780000000	n/a	n/a	STATUS	n/a	n/a	S  6
465.1380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
466.1380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
467.1380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
468.1380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
469.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
470.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
471.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
472.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
473.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
474.1400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
475.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
476.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
477.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
478.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
479.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
480.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
481.1420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
482.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
483.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
484.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
485.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
486.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
487.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
488.1440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
489.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
490.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
491.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
492.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
493.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
494.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
495.1460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
496.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
497.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
498.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
499.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
500.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
501.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
502.1480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
503.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
504.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
505.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
506.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
507.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
508.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
509.1500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
510.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
511.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
512.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
513.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
514.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
515.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
516.1520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
517.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
518.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
519.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
520.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
521.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
522.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
523.1540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
524.1560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
610.8740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
613.0120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
614.9780000000	n/a	n/a	Novel Tone	n/a	n/a	S202
617.2240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
619.1980000000	n/a	n/a	Target Tone	n/a	n/a	S200
621.4320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
623.5380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
625.5280000000	n/a	n/a	Target Tone	n/a	n/a	S200
627.5060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
629.5180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
631.7980000000	n/a	n/a	Novel Tone	n/a	n/a	S202
634.0580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
635.8700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
637.9780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
640.1980000000	n/a	n/a	Novel Tone	n/a	n/a	S202
642.1780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
644.4260000000	n/a	n/a	Novel Tone	n/a	n/a	S202
646.4020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
648.4300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
650.1980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
652.1720000000	n/a	n/a	Target Tone	n/a	n/a	S200
654.0540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
656.1360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
658.1520000000	n/a	n/a	Novel Tone	n/a	n/a	S202
659.9760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
661.8700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
663.6660000000	n/a	n/a	Target Tone	n/a	n/a	S200
665.4540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
667.5080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
669.4120000000	n/a	n/a	Novel Tone	n/a	n/a	S202
671.4660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
673.6740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
675.6300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
677.8940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
680.1420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
682.2120000000	n/a	n/a	Target Tone	n/a	n/a	S200
684.4940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
686.5700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
688.4000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
690.6080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
692.6040000000	n/a	n/a	Target Tone	n/a	n/a	S200
694.4540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
696.3540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
698.1880000000	n/a	n/a	Novel Tone	n/a	n/a	S202
700.3500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
702.3560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
704.4760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
706.3940000000	n/a	n/a	Target Tone	n/a	n/a	S200
708.2500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
710.3560000000	n/a	n/a	Novel Tone	n/a	n/a	S202
712.5140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
714.5840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
716.4860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
718.6380000000	n/a	n/a	Target Tone	n/a	n/a	S200
720.8120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
722.9360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
724.9220000000	n/a	n/a	Novel Tone	n/a	n/a	S202
726.8380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
728.7720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
730.6820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
732.5500000000	n/a	n/a	Novel Tone	n/a	n/a	S202
734.8400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
736.9160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
739.1040000000	n/a	n/a	Novel Tone	n/a	n/a	S202
741.3580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
743.4120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
745.4640000000	n/a	n/a	Standard Tone	n/a	n/a	S201
747.2960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
749.1280000000	n/a	n/a	Target Tone	n/a	n/a	S200
751.0940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
753.1960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
755.4620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
757.3400000000	n/a	n/a	Target Tone	n/a	n/a	S200
759.1800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
761.3560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
763.6160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
765.6480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
767.5000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
769.3660000000	n/a	n/a	Target Tone	n/a	n/a	S200
771.5100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
773.6040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
775.7360000000	n/a	n/a	Target Tone	n/a	n/a	S200
777.9560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
780.0520000000	n/a	n/a	Standard Tone	n/a	n/a	S201
781.9980000000	n/a	n/a	Novel Tone	n/a	n/a	S202
784.1200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
786.2800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
788.2160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
790.4340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
792.6480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
794.6640000000	n/a	n/a	Target Tone	n/a	n/a	S200
796.4840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
798.4080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
800.2020000000	n/a	n/a	Novel Tone	n/a	n/a	S202
802.0240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
804.2720000000	n/a	n/a	Target Tone	n/a	n/a	S200
806.2180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
808.3680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
810.1920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
812.2040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
814.3780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
816.4220000000	n/a	n/a	Target Tone	n/a	n/a	S200
818.5660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
820.5280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
822.7960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
824.7620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
827.0040000000	n/a	n/a	Target Tone	n/a	n/a	S200
829.1080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
831.1080000000	n/a	n/a	Novel Tone	n/a	n/a	S202
833.1140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
835.1100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
837.3960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
839.6080000000	n/a	n/a	Target Tone	n/a	n/a	S200
841.4120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
843.5260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
845.7560000000	n/a	n/a	Novel Tone	n/a	n/a	S202
847.7280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
849.9580000000	n/a	n/a	Target Tone	n/a	n/a	S200
851.8820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
853.8900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
855.6800000000	n/a	n/a	Novel Tone	n/a	n/a	S202
857.7000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
859.5880000000	n/a	n/a	Standard Tone	n/a	n/a	S201
861.6760000000	n/a	n/a	Novel Tone	n/a	n/a	S202
863.7260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
865.5300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
867.4340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
869.2420000000	n/a	n/a	Target Tone	n/a	n/a	S200
871.0520000000	n/a	n/a	Standard Tone	n/a	n/a	S201
873.1120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
875.0200000000	n/a	n/a	Novel Tone	n/a	n/a	S202
877.0920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
879.2900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
881.2460000000	n/a	n/a	Target Tone	n/a	n/a	S200
883.5140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
885.7540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
887.8340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
890.1160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
979.1700000000	n/a	n/a	STATUS	n/a	n/a	S  7
979.2220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
980.2220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
981.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
982.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
983.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
984.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
985.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
986.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
987.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
988.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
989.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
990.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
991.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
992.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
993.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
994.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
995.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
996.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
997.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
998.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
999.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1000.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1001.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1002.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1003.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1004.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1005.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1006.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1007.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1008.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1009.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1010.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1011.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1012.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1013.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1014.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1015.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1016.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1017.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1018.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1019.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1020.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1021.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1022.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1023.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1024.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1025.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1026.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1027.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1028.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1029.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1030.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1031.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1032.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1033.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1034.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1035.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1036.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1037.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1038.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1107.0140000000	n/a	n/a	STATUS	n/a	n/a	S  8
1107.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1108.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1109.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1110.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1111.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1112.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1113.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1114.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1115.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1116.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1117.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1118.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1119.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1120.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1121.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1122.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1123.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1124.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1125.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1126.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1127.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1128.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1129.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1130.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1131.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1132.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1133.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1134.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1135.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1136.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1137.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
