onset	duration	sample	trial_type	response_time	stim_file	value
131.8200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
132.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
133.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
134.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
135.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
136.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
137.8240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
138.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
139.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
140.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
141.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
142.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
143.8280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
144.8300000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
145.8320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
146.8320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
147.8320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
148.8320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
149.8320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
150.8340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
151.8360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
152.8360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
153.8360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
154.8360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
155.8360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
156.8380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
157.8400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
158.8400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
159.8400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
160.8400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
161.8400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
162.8420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
163.8420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
164.8440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
165.8440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
166.8440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
223.9100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
225.9220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
228.1340000000	n/a	n/a	Novel Tone	n/a	n/a	S202
230.2240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
232.4280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
234.6100000000	n/a	n/a	Novel Tone	n/a	n/a	S202
236.7960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
238.6780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
240.4720000000	n/a	n/a	Target Tone	n/a	n/a	S200
242.4400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
244.4000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
246.3440000000	n/a	n/a	Novel Tone	n/a	n/a	S202
248.5760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
250.3880000000	n/a	n/a	Standard Tone	n/a	n/a	S201
252.4980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
254.3820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
256.3720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
258.3420000000	n/a	n/a	Target Tone	n/a	n/a	S200
260.2440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
262.1600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
264.0220000000	n/a	n/a	Target Tone	n/a	n/a	S200
266.1280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
268.1680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
270.4140000000	n/a	n/a	Novel Tone	n/a	n/a	S202
272.6900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
274.6020000000	n/a	n/a	Target Tone	n/a	n/a	S200
276.5060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
278.6960000000	n/a	n/a	Novel Tone	n/a	n/a	S202
280.5120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
282.4560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
284.7020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
286.8500000000	n/a	n/a	Target Tone	n/a	n/a	S200
288.7080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
290.5380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
292.3160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
294.2320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
296.4540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
298.3000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
300.4000000000	n/a	n/a	Target Tone	n/a	n/a	S200
302.2400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
304.1080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
306.2000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
308.2100000000	n/a	n/a	Novel Tone	n/a	n/a	S202
310.2140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
312.4100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
314.6400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
316.4920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
318.7740000000	n/a	n/a	Target Tone	n/a	n/a	S200
320.7040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
322.7680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
324.8660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
327.0400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
329.0860000000	n/a	n/a	Target Tone	n/a	n/a	S200
331.2720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
333.4120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
335.2560000000	n/a	n/a	Novel Tone	n/a	n/a	S202
337.3300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
339.2320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
341.4920000000	n/a	n/a	Target Tone	n/a	n/a	S200
343.6600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
345.7240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
348.0080000000	n/a	n/a	Novel Tone	n/a	n/a	S202
349.8820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
352.0500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
353.9500000000	n/a	n/a	Novel Tone	n/a	n/a	S202
356.0620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
358.3160000000	n/a	n/a	Target Tone	n/a	n/a	S200
360.2060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
362.4540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
364.5200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
366.5360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
368.6620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
370.8700000000	n/a	n/a	Target Tone	n/a	n/a	S200
373.1000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
375.0480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
377.1320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
379.1860000000	n/a	n/a	Novel Tone	n/a	n/a	S202
381.0120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
383.0220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
384.9840000000	n/a	n/a	Novel Tone	n/a	n/a	S202
386.9940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
388.8020000000	n/a	n/a	Novel Tone	n/a	n/a	S202
390.9520000000	n/a	n/a	Standard Tone	n/a	n/a	S201
392.9800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
394.9480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
397.0340000000	n/a	n/a	Target Tone	n/a	n/a	S200
398.8640000000	n/a	n/a	Standard Tone	n/a	n/a	S201
400.9000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
402.8300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
404.6680000000	n/a	n/a	Target Tone	n/a	n/a	S200
406.7340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
409.0060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
411.2340000000	n/a	n/a	Novel Tone	n/a	n/a	S202
413.0980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
415.2560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
417.2520000000	n/a	n/a	Target Tone	n/a	n/a	S200
419.1940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
421.3300000000	n/a	n/a	Novel Tone	n/a	n/a	S202
423.5240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
425.6340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
427.4240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
429.5960000000	n/a	n/a	Target Tone	n/a	n/a	S200
431.5800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
433.7960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
435.8420000000	n/a	n/a	Novel Tone	n/a	n/a	S202
438.0860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
440.2640000000	n/a	n/a	Standard Tone	n/a	n/a	S201
442.3940000000	n/a	n/a	Novel Tone	n/a	n/a	S202
444.3240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
446.1160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
448.0940000000	n/a	n/a	Target Tone	n/a	n/a	S200
450.0860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
452.0340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
454.2260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
456.0300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
458.1560000000	n/a	n/a	Target Tone	n/a	n/a	S200
460.0180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
462.0140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
463.9920000000	n/a	n/a	Target Tone	n/a	n/a	S200
465.9020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
467.8200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
469.6480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
471.7580000000	n/a	n/a	Novel Tone	n/a	n/a	S202
473.8300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
476.0840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
478.2880000000	n/a	n/a	Novel Tone	n/a	n/a	S202
480.2360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
482.1400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
484.3480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
486.1180000000	n/a	n/a	Target Tone	n/a	n/a	S200
488.0540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
490.3280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
492.4700000000	n/a	n/a	Novel Tone	n/a	n/a	S202
577.3520000000	n/a	n/a	STATUS	n/a	n/a	S  7
577.4040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
578.4040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
579.4040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
580.4040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
581.4060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
582.4060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
583.4060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
584.4060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
585.4080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
586.4080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
587.4100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
588.4100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
589.4100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
590.4100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
591.4120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
592.4120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
593.4140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
594.4140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
595.4140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
596.4140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
597.4160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
598.4160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
599.4180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
600.4180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
601.4180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
602.4180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
603.4200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
604.4200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
605.4200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
606.4200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
607.4220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
608.4220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
609.4240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
610.4240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
611.4240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
612.4260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
613.4260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
614.4260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
615.4280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
616.4280000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
617.4300000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
618.4300000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
619.4300000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
620.4300000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
621.4320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
622.4320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
623.4320000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
624.4340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
625.4340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
626.4340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
627.4360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
628.4360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
629.4360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
630.4380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
631.4380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
632.4380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
633.4400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
634.4400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
635.4400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
636.4420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
704.7940000000	n/a	n/a	STATUS	n/a	n/a	S  8
704.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
705.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
706.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
707.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
708.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
709.8480000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
710.8500000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
711.8520000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
712.8520000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
713.8520000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
714.8520000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
715.8520000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
716.8540000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
717.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
718.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
719.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
720.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
721.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
722.8560000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
723.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
724.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
725.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
726.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
727.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
728.8600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
729.8620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
730.8640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
731.8640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
732.8640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
733.8640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
734.8640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
735.8660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
736.8660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
737.8680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
738.8680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
739.8680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
